author_sort,authors,comments,cover,timestamp,formats,isbn,id,identifiers,languages,library_name,pubdate,publisher,rating,series,series_index,size,tags,title,title_sort,uuid
"Altaj, Neva","Neva Altaj","Nina
Charming, captivating, and seductive,
And a cold-blooded killer.
But I married the Pakhan of the Russian Bratva anyway.
I had to. It was part of the deal.
Now, I’m faking marital bliss,
As I tremble with fear,
And I cannot wait to be out of the clutches of this ruthless man.
Roman
I get anything I desire.
And I want this perfectly imperfect little manipulator.
The way she can deceive anyone into believing she’s crazy in love with me,
Just makes me want her even more.
She doesn't know it yet,
But I am not letting her go.
The deal - is off.
","C:\Users\chris\Calibre Library\Neva Altaj\Painted Scars [1] (118)\cover.jpg","0101-01-01T01:00:00+01:00","epub","","118","","eng","Calibre Library","0101-01-01T01:00:00+01:00","","","Perfectly Imperfect","1.0","269611","Adult","Painted Scars [1]","Painted Scars [1]","210034af-a98c-46ff-a45d-47064cf5e984"
"Peckham, Caroline & Valenti, Susanne","Caroline Peckham & Susanne Valenti","","C:\Users\chris\Calibre Library\Caroline Peckham\Origins of an Academy Bully [0.5] (119)\cover.jpg","0101-01-01T01:00:00+01:00","epub","","119","","eng","Calibre Library","0101-01-01T01:00:00+01:00","","","Zodiac Academy","0.5","397099","Fantasy & Magic","Origins of an Academy Bully [0.5]","Origins of an Academy Bully [0.5]","7d600af1-8787-4253-9fd2-4a3b629c3d81"
"Cahill, Ryan","Ryan Cahill","","C:\Users\chris\Calibre Library\Ryan Cahill\Of Blood And Fire [1] (120)\cover.jpg","0101-01-01T01:00:00+01:00","epub","","120","","eng","Calibre Library","0101-01-01T01:00:00+01:00","","","The Bound and the Broken","1.0","1888924","Fantasy & Magic","Of Blood And Fire [1]","Of Blood And Fire [1]","f8d1c5b7-f103-4a06-9fa0-e4997841c62c"
"Pearson, Mary E.","Mary E. Pearson","Before borders were drawn, before treaties were signed, before wars were waged anew, before the great kingdoms of the Remnant were even born and the world of old was only a hazy slate of memory told in story and legend, a girl and her family fought to survive. 
And that girl’s name was Morrighan. 
In this prequel novella to the Remnant Chronicles, a girl and a boy from enemy camps meet, fall in love--and set history in motion.
","C:\Users\chris\Calibre Library\Mary E. Pearson\Morrighan (121)\cover.jpg","0101-01-01T01:00:00+01:00","epub","","121","","eng","Calibre Library","0101-01-01T01:00:00+01:00","","","The Remnant Chronicles","0.5","1310633","Fantasy & Magic","Morrighan","Morrighan","be004c64-3f0f-4f29-8c4d-78ef31afe56b"
"Gwynne, John","John Gwynne","A black sun is rising …
Young Corban watches enviously as boys become warriors under King Brenin’s rule, learning the art of war. He yearns to wield his sword and spear to protect his king’s realm. But that day will come all too soon. Only when he loses those he loves will he learn the true price of courage.
The Banished Lands has a violent past where armies of men and giants clashed shields in battle, the earth running dark with their heartsblood. Although the giant-clans were broken in ages past, their ruined fortresses still scar the land. But now giants stir anew, the very stones weep blood and there are sightings of giant wyrms. Those who can still read the signs see a threat far greater than the ancient wars. Sorrow will darken the world, as angels and demons make it their battlefield. Then there will be a war to end all wars.
High King Aquilus summons his fellow kings to council, seeking an alliance in this time of need. Some are skeptical, fighting their own border skirmishes against pirates and giants. But prophesy indicates darkness and light will demand two champions, the Black Sun and the Bright Star. They would be wise to seek out both, for if the Black Sun gains ascendancy, mankind’s hopes and dreams will fall to dust.
","C:\Users\chris\Calibre Library\John Gwynne\Malice [1] (122)\cover.jpg","0101-01-01T01:00:00+01:00","epub","","122","","eng","Calibre Library","0101-01-01T01:00:00+01:00","","","The Faithful and the Fallen","1.0","2039230","Fantasy & Magic","Malice [1]","Malice [1]","88498e5e-afe6-40da-b02c-7c769e986809"
"Hazelwood, Ali","Ali Hazelwood","<b><b>""The reigning queen of STEM romance.""&mdash;<i>The Washington Post</i></b><br>An Indie Next and Library Reads Pick!<br>Rival physicists collide in a vortex of academic feuds and fake dating shenanigans in this delightfully STEMinist romcom from the <i>New York Times</i> bestselling author of <i>The Love Hypothesis</i> and <i>Love on the Brain</i>.</b><br> &#160;<br> The many lives of theoretical physicist Elsie Hannaway have finally caught up with her. By day, she&rsquo;s an adjunct professor, toiling away at grading labs and teaching thermodynamics in the hopes of landing tenure. By <i>other</i> day, Elsie makes up for her non-existent paycheck by offering her services as a fake girlfriend, tapping into her expertly honed people-pleasing skills to embody whichever version of herself the client needs.<br> &#160;<br> Honestly, it&rsquo;s a pretty sweet gig&mdash;until her carefully constructed Elsie-verse comes crashing down. Because Jack Smith, the annoyingly attractive and...","C:\Users\chris\Calibre Library\Ali Hazelwood\Love, Theoretically (123)\cover.jpg","0101-01-01T01:00:00+01:00","epub","","123","","eng","Calibre Library","0101-01-01T01:00:00+01:00","","","","1.0","2106237","Romance","Love, Theoretically","Love, Theoretically","579581b8-02a3-4f63-ba68-a7cd466a2999"
"Taylor, Laini & Bartolo, Jim Di","Laini Taylor & Jim Di Bartolo","### Review
 **Praise for *Lips Touch: Three Times** *
A National Book Award Finalist   
A *Publishers Weekly* Best Book of 2009   
A YALSA Best Book for Young Adults 
""Even nonfantasy lovers will find themselves absorbed by Taylor's masterful, elegant work."" — *Publishers Weekly* , starred review 
""Taylor's three novellas form a triptych of beautiful fantasy writing reminiscent of Charles de Lint and Neil Gaiman."" — *Booklist* , starred review 
### Product Description
Three tales of supernatural love, each pivoting on a kiss that is no mere kiss, but an action with profound consequences for the kissers' souls:
Goblin Fruit: In Victorian times, goblin men had only to offer young girls sumptuous fruits to tempt them to sell their souls. But what does it take to tempt today's savvy girls?
Spicy Little Curses: A demon and the ambassador to Hell tussle over the soul of a beautiful English girl in India. Matters become complicated when she falls in love and decides to test her curse.
Hatchling: Six days before Esme's fourteenth birthday, her left eye turns from brown to blue. She little suspects what the change heralds, but her small safe life begins to unravel at once. What does the beautiful, fanged man want with her, and how is her fate connected to a mysterious race of demons?
","C:\Users\chris\Calibre Library\Laini Taylor\Lips Touch_ Three Times (124)\cover.jpg","0101-01-01T01:00:00+01:00","epub","","124","","eng","Calibre Library","0101-01-01T01:00:00+01:00","","","","1.0","173964","Fantasy & Magic","Lips Touch: Three Times","Lips Touch: Three Times","cc81ed5b-77dc-48ac-98d4-843277510b33"
"Clair, Scarlett St.","Scarlett St. Clair","**From fan-favorite Scarlett St. Clair, the bestselling author of the Hades & Persephone series, comes a new epic fantasy filled with danger, darkness, and insatiable romance. **
Their union is his revenge.
Isolde de Lara considers her wedding day to be her death day. To end a years-long war, she is to marry vampire king Adrian Aleksandr Vasiliev, and kill him.
But her assassination attempt is thwarted, and Adrian threatens that if Isolde tries kill him again, he will raise her as the undead. Faced with the possibility of becoming the thing she hates most, Isolde seeks other ways to defy him and survive the brutal vampire court.
Except it isn't the court she fears most—it's Adrian. Despite their undeniable chemistry, she wonders why the king—fierce, savage, merciless—chose her as consort.
The answer will shatter her world.
","C:\Users\chris\Calibre Library\Scarlett St. Clair\King of Battle and Blood [1] (125)\cover.jpg","0101-01-01T01:00:00+01:00","epub","","125","","eng","Calibre Library","0101-01-01T01:00:00+01:00","","","Adrian X Isolde","1.0","511672","Fantasy","King of Battle and Blood [1]","King of Battle and Blood [1]","85aee193-e431-498b-a3f2-3d3572e00d14"
"Thorn, Alessa","Alessa Thorn","","C:\Users\chris\Calibre Library\Alessa Thorn\Laverna [3] (126)\cover.jpg","0101-01-01T01:00:00+01:00","epub","","126","","eng","Calibre Library","0101-01-01T01:00:00+01:00","","","The Lost Goddesses","3.0","1926419","Fantasy & Magic","Laverna [3]","Laverna [3]","a850fa72-509e-46fd-ade5-64cd1caa25ef"
"Greger, Michael","Michael Greger","From the physician behind the wildly popular website NutritionFacts.org, *How Not to Die* reveals the groundbreaking scientific evidence behind the only diet that can prevent and reverse many of the causes of disease-related death.
The vast majority of premature deaths can be prevented through simple changes in diet and lifestyle. In *How Not to Die* , Dr. Michael Greger, the internationally-renowned nutrition expert, physician, and founder of NutritionFacts.org, examines the fifteen top causes of premature death in America -- heart disease, various cancers, diabetes, Parkinson's, high blood pressure, and more -- and explains how nutritional and lifestyle interventions can sometimes trump prescription pills and other pharmaceutical and surgical approaches, freeing us to live healthier lives.
The simple truth is that most doctors are good at treating acute illnesses but bad at preventing chronic disease. The fifteen leading causes of death claim the lives of 1.6 million Americans annually. This doesn't have to be the case. By following Dr. Greger's advice, all of it backed up by strong scientific evidence, you will learn which foods to eat and which lifestyle changes to make to live longer.
History of prostate cancer in your family? Put down that glass of milk and add flaxseed to your diet whenever you can. Have high blood pressure? Hibiscus tea can work better than a leading hypertensive drug-and without the side effects. Fighting off liver disease? Drinking coffee can reduce liver inflammation. Battling breast cancer? Consuming soy is associated with prolonged survival. Worried about heart disease (the number 1 killer in the United States)? Switch to a whole-food, plant-based diet, which has been repeatedly shown not just to prevent the disease but often stop it in its tracks.
In addition to showing what to eat to help treat the top fifteen causes of death, *How Not to Die* includes Dr. Greger's Daily Dozen -- a checklist of the twelve foods we should consume every day. Full of practical, actionable advice and surprising, cutting edge nutritional science, these doctor's orders are just what we need to live longer, healthier lives.
","C:\Users\chris\Calibre Library\Michael Greger\How Not to Die (127)\cover.jpg","0101-01-01T01:00:00+01:00","epub","","127","","eng","Calibre Library","0101-01-01T01:00:00+01:00","","","","1.0","1120378","Cookbooks","How Not to Die","How Not to Die","9db065d4-68a3-48c6-8a53-e5ee49f6d419"
"Stewart, Kate","Stewart, Kate","**Can you live a lie?**
It's a ghost town, this place that haunts me, the one that made me. 
It's clear to me that I'll never outgrow Triple Falls or outlive the time I spenthere. 
I can still feel them all, my boys of summer. 
Even when I'd sensed the danger, I gave in. 
I didn't heed a single warning. I let my sickness, my love, both rule and ruinme. I played my part, eyes wide open, tempting fate until it delivered. 
There was never going to be an escape. 
All of us are to blame for what happened. All of us serving our ownsentences. We were careless and reckless, thinking our youth made usindestructible, exempt from our sins, and it cost us all. 
I'm done pretending I didn't leave the largest part of me between thesehills and valleys, between the sea of trees that hold my secrets. 
It's the reason I'm back. To make peace with my fate. 
And if I can't grieve enough to cure myself in my time here, I'll remain sick. 
That will be my curse. 
But it's time to confess, to myself more so than any other, that I'd hinderedmy chances because of the way I was built, and because of the men who built me. 
At this point, I just want to make peace with who I am, no matter whatending I get. 
Because I can no longer live a lie.
","C:\Users\chris\Calibre Library\Stewart, Kate\Exodus [2] (128)\cover.jpg","0101-01-01T01:00:00+01:00","epub","","128","","eng","Calibre Library","0101-01-01T01:00:00+01:00","","","Ravenhood","2.0","835681","Adult","Exodus [2]","Exodus [2]","20f011e0-01a2-4561-8048-65420503036b"
